,AgeAsOfSale,AgeGarageAsOfSale,Alley,BedroomAbvGr,BldgType,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFullBath,CentralAir,Condition1,ConditionIndex,EnclosedPorch,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageFinish,GarageType,GoodOpenPorch,GoodScreenPorch,GoodWoodDeck,HalfBath,HasAGoodPool,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotAreaGood,LotConfig,LotShape,MSSubClass,MSZoning,MasVnrType,MiscFeature,Neighborhood,PavedDrive,QualIndex,RoofStyle,SaleCondition,SalePrice,SoldIn2008,Street,TotRmsAbvGrd,Utilities,YearsSinceRemod
815,12,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,CulDSac,IR2,20,RL,BrkFace,None,CollgCr,Y,73,Gable,Normal,224900.0,0,Pave,6,AllPub,12
816,52,0.0,None,2,1Fam,No,BLQ,Unf,0.0,Y,Norm,22,120,BrkFace,BrkFace,None,Gd,1,CBlock,1,Typ,1.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,IR1,20,RL,None,None,NAmes,Y,45,Gable,Normal,137000.0,0,Pave,4,AllPub,52
817,6,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,CemntBd,CmentBd,None,Gd,2,PConc,2,Typ,3.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,CulDSac,IR1,20,RL,BrkFace,None,Mitchel,Y,90,Hip,Normal,271000.0,0,Pave,7,AllPub,6
818,39,0.0,None,3,1Fam,Av,GLQ,Unf,1.0,Y,Norm,22,0,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,SLvl,1,Lvl,Gtl,1,Inside,Reg,80,RL,BrkFace,None,ClearCr,Y,56,Gable,Normal,155000.0,0,Pave,6,AllPub,39
819,1,1.0,None,2,TwnhsE,Mn,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,120,RL,Stone,None,NridgHt,Y,75,Gable,Partial,224000.0,0,Pave,6,AllPub,0
820,5,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,CulDSac,IR1,60,RL,None,None,CollgCr,Y,75,Gable,Normal,183000.0,0,Pave,6,AllPub,5
821,56,21.0,Pave,2,2fmCon,No,Unf,Unf,0.0,N,Norm,20,112,MetalSd,MetalSd,None,,0,CBlock,1,Min2,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Bnk,Mod,1,Inside,Reg,20,RM,None,None,OldTown,Y,32,Gable,Normal,93000.0,0,Pave,4,AllPub,56
822,4,0.0,None,3,1Fam,Gd,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,Fin,BuiltIn,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,IR1,60,RL,None,None,Gilbert,Y,75,Gable,Family,225000.0,0,Pave,7,AllPub,4
823,69,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,VinylSd,VinylSd,GdWo,Gd,1,BrkTil,2,Typ,1.0,Unf,Detchd,0,0,1,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RL,None,None,SWISU,Y,56,Gable,Normal,139500.0,0,Pave,7,AllPub,59
824,0,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,26,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,FV,None,None,Somerst,Y,90,Gable,Partial,232600.0,0,Pave,7,AllPub,0
825,1,0.0,None,2,1Fam,Av,GLQ,Unf,1.0,Y,PosN,24,0,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,3.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,NridgHt,Y,132,Hip,Partial,385000.0,0,Pave,7,AllPub,0
826,84,-1924.0,None,2,1Fam,No,ALQ,Unf,1.0,Y,Norm,17,116,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1.5Unf,1,Lvl,Gtl,1,Inside,Reg,45,RM,None,None,BrkSide,Y,42,Gable,Normal,109500.0,0,Pave,5,AllPub,58
827,8,0.0,None,3,1Fam,No,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,RFn,Attchd,0,0,1,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,None,None,SawyerW,Y,75,Gable,Normal,189000.0,0,Pave,6,AllPub,8
828,42,0.0,None,3,1Fam,Gd,LwQ,ALQ,0.0,Y,Norm,22,0,Plywood,Plywood,None,,0,PConc,2,Min2,2.0,Fin,Attchd,0,1,1,1,0,GasA,2Story,1,Low,Sev,3,CulDSac,IR2,60,RL,None,None,ClearCr,Y,45,Flat,Abnorml,185000.0,0,Pave,7,AllPub,42
829,1,0.0,Pave,2,Twnhs,No,Unf,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,None,,0,PConc,2,Typ,2.0,RFn,Detchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,160,FV,None,None,Somerst,Y,75,Gable,Normal,147400.0,0,Pave,4,AllPub,1
830,51,0.0,None,3,1Fam,No,Rec,Unf,1.0,Y,Norm,20,0,HdBoard,HdBoard,None,Gd,2,CBlock,1,Typ,2.0,RFn,Attchd,0,1,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Corner,IR1,20,RL,BrkFace,None,NAmes,Y,56,Gable,Normal,166000.0,0,Pave,6,AllPub,51
831,1,0.0,Pave,2,TwnhsE,No,Unf,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,None,,0,PConc,2,Typ,2.0,RFn,Detchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,160,FV,None,None,Somerst,Y,73,Gable,Normal,151000.0,0,Pave,4,AllPub,1
832,7,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,CulDSac,IR1,60,RL,BrkFace,None,CollgCr,Y,75,Gable,Normal,237000.0,0,Pave,7,AllPub,7
833,45,0.0,None,3,1Fam,No,Rec,BLQ,0.0,Y,Norm,20,0,HdBoard,Plywood,None,,0,CBlock,1,Typ,2.0,RFn,Attchd,0,1,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,56,Gable,Normal,167000.0,0,Pave,6,AllPub,45
834,47,0.0,None,3,1Fam,No,Rec,Unf,1.0,Y,Norm,22,0,VinylSd,VinylSd,GdWo,,0,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,45,Gable,Normal,139950.0,0,Pave,6,AllPub,47
835,60,46.0,None,2,1Fam,No,BLQ,Unf,0.0,Y,Norm,20,0,VinylSd,HdBoard,None,,0,CBlock,2,Min2,2.0,Unf,Attchd,0,0,1,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,Sawyer,Y,40,Gable,Normal,128000.0,0,Pave,4,AllPub,15
836,59,0.0,Pave,2,1Fam,No,Rec,Unf,1.0,Y,Norm,22,230,VinylSd,VinylSd,GdWo,,0,BrkTil,1,Min2,2.0,Unf,Detchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,RM,None,None,OldTown,Y,45,Gable,Normal,153500.0,0,Pave,5,AllPub,34
837,35,0.0,None,2,Twnhs,No,BLQ,Unf,1.0,Y,Norm,20,0,HdBoard,HdBoard,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,160,RM,BrkFace,None,BrDale,Y,56,Gable,Normal,100000.0,0,Pave,5,AllPub,35
838,13,4.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,1.0,Unf,Attchd,0,0,1,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,CollgCr,Y,49,Gable,Normal,144000.0,0,Pave,6,AllPub,2
839,62,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,Reg,50,RL,None,None,Edwards,Y,45,Gable,Normal,130500.0,0,Pave,6,AllPub,13
840,83,9.0,None,4,1Fam,No,BLQ,Unf,0.0,N,Norm,20,254,Wd Sdng,Wd Sdng,None,,0,BrkTil,2,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,2,Inside,IR1,70,RH,None,None,SWISU,P,54,Gable,Normal,140000.0,0,Pave,7,AllPub,58
841,104,79.0,Grvl,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,68,MetalSd,MetalSd,None,Po,1,PConc,2,Typ,2.0,Unf,Detchd,1,0,0,0,0,GasA,2Story,1,Lvl,Gtl,2,Inside,Reg,70,RM,None,None,OldTown,P,49,Gable,Normal,157500.0,0,Pave,8,AllPub,6
842,42,0.0,None,3,1Fam,Gd,Rec,ALQ,1.0,Y,Norm,22,0,HdBoard,HdBoard,GdPrv,,0,CBlock,1,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,SLvl,1,Lvl,Gtl,1,Inside,Reg,80,RL,BrkFace,None,NAmes,Y,58,Gable,Normal,174900.0,0,Pave,6,AllPub,42
843,46,-1961.0,None,6,Duplex,No,Unf,Unf,0.0,N,Artery,19,0,BrkFace,BrkFace,None,,0,CBlock,2,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,2,Lvl,Gtl,1,Corner,Reg,90,RL,None,None,NAmes,Y,40,Gable,Normal,141000.0,0,Pave,10,AllPub,46
844,93,34.0,Grvl,4,1Fam,Mn,Unf,Unf,0.0,Y,Artery,22,194,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,1,Typ,3.0,Unf,Detchd,0,0,1,1,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,IR1,50,RM,None,None,OldTown,Y,45,Gable,Normal,153900.0,0,Pave,7,AllPub,58
845,32,0.0,None,3,1Fam,Gd,ALQ,Unf,1.0,Y,RRAe,20,0,HdBoard,HdBoard,None,TA,2,CBlock,2,Min2,2.0,Fin,Basment,0,0,0,0,0,GasA,SFoyer,1,Lvl,Gtl,2,CulDSac,IR1,85,RL,None,None,Sawyer,Y,47,Gable,Normal,171000.0,0,Pave,6,AllPub,26
846,16,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,24,192,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,2.0,Unf,Attchd,1,0,1,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,BrkFace,None,SawyerW,Y,75,Gable,Normal,213000.0,0,Pave,7,AllPub,16
847,37,0.0,None,3,1Fam,Av,BLQ,Unf,1.0,Y,Norm,24,0,HdBoard,Plywood,None,Fa,1,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,CulDSac,IR1,20,RL,None,None,CollgCr,Y,45,Gable,Normal,133500.0,0,Pave,5,AllPub,37
848,100,0.0,None,5,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,3,Typ,2.0,Unf,Detchd,0,1,1,0,0,GasA,1.5Fin,1,Bnk,Gtl,3,Inside,IR2,50,RL,None,None,ClearCr,Y,54,Gable,Normal,240000.0,0,Pave,10,AllPub,11
849,31,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Feedr,26,0,Plywood,Plywood,None,TA,1,CBlock,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,SLvl,1,Lvl,Gtl,1,FR2,Reg,80,RL,BrkFace,None,Veenker,Y,58,Hip,Normal,187000.0,0,Pave,7,AllPub,13
850,4,0.0,None,1,TwnhsE,Av,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,2.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,120,RM,BrkFace,None,CollgCr,Y,62,Gable,Normal,131500.0,0,Pave,3,AllPub,4
851,3,0.0,None,2,TwnhsE,Gd,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,120,RL,BrkFace,None,Blmngtn,Y,90,Gable,Normal,215000.0,0,Pave,7,AllPub,3
852,66,0.0,None,4,1Fam,No,Rec,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,MnPrv,Gd,2,CBlock,2,Typ,1.0,Unf,Detchd,0,1,0,0,0,GasA,2.5Unf,1,Lvl,Gtl,1,Inside,Reg,75,RL,None,None,Crawfor,Y,69,Gable,Normal,164000.0,0,Pave,7,AllPub,57
853,45,0.0,None,3,1Fam,Gd,Rec,Unf,0.0,Y,Norm,22,0,MetalSd,HdBoard,MnPrv,Fa,1,CBlock,1,Typ,2.0,RFn,Attchd,0,0,0,1,0,GasA,SLvl,1,Lvl,Gtl,2,Corner,IR1,80,RL,BrkFace,None,NAmes,Y,56,Gable,Normal,158000.0,0,Pave,7,AllPub,45
854,51,0.0,None,3,1Fam,Mn,ALQ,Rec,1.0,Y,Norm,20,0,Wd Sdng,Plywood,None,Gd,1,CBlock,1,Typ,2.0,Unf,Attchd,1,1,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,None,None,Sawyer,Y,45,Hip,Abnorml,170000.0,0,Pave,6,AllPub,32
855,48,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,26,0,HdBoard,HdBoard,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,1,0,0,1,0,GasA,1Story,1,Lvl,Gtl,1,Corner,IR1,20,RL,None,None,Sawyer,Y,45,Gable,Normal,127000.0,0,Pave,6,AllPub,0
856,30,3.0,None,3,1Fam,Gd,GLQ,LwQ,1.0,Y,Norm,20,34,Plywood,HdBoard,MnPrv,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,SLvl,1,Low,Mod,2,Inside,IR1,80,RL,None,None,CollgCr,Y,58,Gable,Normal,147000.0,0,Pave,5,AllPub,30
857,15,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,2.0,Fin,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,None,None,Gilbert,Y,58,Gable,Normal,174000.0,0,Pave,6,AllPub,14
858,33,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,NWAmes,Y,71,Gable,Family,152000.0,0,Pave,6,AllPub,33
859,38,0.0,None,4,1Fam,Mn,BLQ,Unf,1.0,Y,PosA,20,0,HdBoard,HdBoard,None,Gd,1,CBlock,2,Typ,2.0,Unf,Attchd,1,1,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,IR1,60,RL,BrkFace,None,NWAmes,Y,58,Gable,Normal,250000.0,0,Pave,9,AllPub,22
860,89,7.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,Wd Sdng,Wd Sdng,GdPrv,Gd,1,BrkTil,1,Typ,1.0,Unf,Detchd,1,0,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RL,None,None,Crawfor,Y,73,Gable,Normal,189950.0,0,Pave,7,AllPub,9
861,45,0.0,None,3,2fmCon,Mn,BLQ,Unf,1.0,Y,Norm,24,0,Plywood,HdBoard,None,,0,PConc,1,Typ,2.0,Unf,Attchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,190,RL,None,None,Sawyer,Y,45,Hip,Normal,131500.0,0,Pave,6,AllPub,45
862,26,2.0,None,3,1Fam,No,GLQ,Unf,0.0,Y,Norm,20,0,HdBoard,Plywood,GdPrv,,0,PConc,2,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,20,RL,None,None,SawyerW,Y,58,Hip,Normal,152000.0,0,Pave,6,AllPub,25
863,50,0.0,None,3,1Fam,No,BLQ,Unf,1.0,Y,Norm,20,0,BrkFace,Plywood,GdPrv,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,45,Hip,Normal,132500.0,0,Pave,6,AllPub,50
864,1,1.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,Fin,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,FV,None,None,Somerst,Y,77,Gable,Partial,250580.0,0,Pave,6,AllPub,0
865,39,3.0,None,3,1Fam,No,BLQ,Unf,1.0,Y,Norm,20,0,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,BrkFace,None,NAmes,Y,45,Gable,Normal,148500.0,0,Pave,5,AllPub,39
866,1,1.0,None,3,1Fam,Av,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,3.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,HLS,Gtl,2,Inside,IR1,20,RL,Stone,None,Timber,Y,90,Gable,Partial,248900.0,0,Pave,6,AllPub,0
867,46,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Feedr,20,0,VinylSd,VinylSd,None,,0,CBlock,1,Typ,2.0,RFn,Attchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,20,RL,None,Shed,Sawyer,Y,34,Gable,Normal,129000.0,0,Pave,5,AllPub,46
868,58,31.0,None,2,1Fam,None,None,None,0.0,Y,Feedr,17,0,Plywood,Plywood,None,TA,1,Slab,2,Typ,2.0,Unf,Attchd,1,0,0,0,0,GasA,2Story,1,Lvl,Gtl,2,Corner,IR2,60,RL,None,None,Gilbert,P,40,Gable,Normal,169000.0,0,Pave,7,AllPub,56
869,17,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,MetalSd,MetalSd,GdPrv,TA,1,PConc,2,Typ,2.0,Fin,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,BrkFace,None,SawyerW,Y,75,Gable,Normal,236000.0,0,Pave,8,AllPub,16
870,47,0.0,None,2,1Fam,No,Unf,Unf,0.0,N,PosN,22,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,45,Hip,Normal,109500.0,0,Pave,5,AllPub,47
871,12,0.0,None,3,1Fam,No,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,BrkFace,None,CollgCr,Y,60,Gable,Normal,200500.0,0,Pave,7,AllPub,12
872,55,0.0,None,3,1Fam,Av,Unf,Unf,0.0,Y,Norm,22,150,WdShing,Wd Shng,GdWo,,0,Stone,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,20,RL,None,None,NAmes,Y,49,Gable,Normal,116000.0,0,Pave,5,AllPub,12
873,60,0.0,None,3,1Fam,No,Rec,Unf,0.0,Y,Norm,22,0,HdBoard,HdBoard,None,Gd,1,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,40,RL,None,Othr,NAmes,Y,47,Gable,Normal,133000.0,0,Pave,6,AllPub,59
874,68,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Artery,24,0,Wd Sdng,Wd Sdng,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,OldTown,Y,45,Gable,Abnorml,66500.0,0,Pave,5,AllPub,59
875,0,0.0,None,4,1Fam,Av,GLQ,Unf,0.0,Y,Norm,24,0,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,2.0,Fin,BuiltIn,1,0,1,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,FV,None,None,Somerst,Y,92,Gable,Partial,303477.0,0,Pave,11,AllPub,0
876,44,0.0,None,3,1Fam,Gd,ALQ,Unf,1.0,Y,Norm,22,0,HdBoard,Plywood,None,,0,PConc,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,HLS,Mod,3,Inside,Reg,20,RL,None,None,Mitchel,Y,36,Gable,Normal,132250.0,0,Pave,5,AllPub,44
877,5,0.0,None,4,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,3.0,Fin,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,Stone,None,NridgHt,Y,111,Hip,Normal,350000.0,0,Pave,10,AllPub,4
878,49,26.0,None,3,1Fam,Av,ALQ,Unf,1.0,Y,Norm,20,0,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Min2,2.0,Unf,Detchd,0,0,0,0,0,GasA,SFoyer,1,Lvl,Gtl,2,Inside,IR1,85,RL,None,Shed,Sawyer,Y,47,Gable,Normal,148000.0,0,Pave,6,AllPub,15
879,31,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,26,0,VinylSd,VinylSd,GdWo,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,CulDSac,IR1,20,RL,BrkFace,None,CollgCr,Y,47,Gable,Normal,136500.0,0,Pave,6,AllPub,4
880,2,0.0,None,2,1Fam,No,ALQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,2.0,Fin,Attchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,Edwards,Y,49,Gable,Normal,157000.0,0,Pave,5,AllPub,1
881,17,0.0,None,3,1Fam,Mn,LwQ,Unf,0.0,Y,Norm,26,0,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,2.0,RFn,Attchd,0,0,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,2,CulDSac,IR1,50,RL,BrkFace,None,Timber,Y,75,Gable,Normal,187500.0,0,Pave,7,AllPub,16
882,17,1.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,VinylSd,VinylSd,MnPrv,TA,1,PConc,2,Typ,2.0,RFn,BuiltIn,0,0,1,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,IR1,60,RL,None,None,Gilbert,Y,58,Gable,Normal,178000.0,0,Pave,7,AllPub,16
883,94,85.0,None,5,1Fam,No,Unf,Unf,1.0,N,Norm,20,0,Wd Sdng,Wd Sdng,None,,0,PConc,1,Typ,1.0,Unf,Detchd,1,0,0,0,0,GasA,2.5Fin,1,Bnk,Gtl,1,Inside,Reg,75,RL,None,None,SWISU,Y,38,Gable,Normal,118500.0,0,Pave,10,AllPub,56
884,42,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,GdWo,,0,CBlock,1,Typ,1.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,45,Gable,Normal,100000.0,0,Pave,5,AllPub,42
885,9,0.0,None,2,TwnhsE,Av,GLQ,Unf,1.0,Y,Norm,24,0,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,2.0,Fin,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,CulDSac,IR1,120,FV,BrkFace,None,Somerst,Y,109,Gable,Abnorml,328900.0,0,Pave,5,AllPub,8
886,47,46.0,None,4,Duplex,No,LwQ,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,None,,0,CBlock,2,Typ,2.0,Fin,Attchd,1,0,1,0,0,GasA,1Story,2,Lvl,Gtl,1,Corner,Reg,90,RL,BrkFace,None,NAmes,Y,45,Gable,Family,145000.0,0,Pave,8,AllPub,1
887,53,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,PConc,1,Typ,1.0,Unf,Attchd,0,1,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,IR1,50,RL,None,None,Edwards,Y,45,Gable,Normal,135500.0,0,Pave,8,AllPub,53
888,37,0.0,None,4,1Fam,Gd,ALQ,Rec,1.0,Y,Norm,28,0,Wd Sdng,Wd Sdng,None,TA,1,PConc,2,Typ,2.0,Unf,Attchd,1,1,0,0,0,GasA,1Story,1,Lvl,Mod,2,Inside,IR1,20,RL,None,None,NAmes,Y,88,Flat,Normal,268000.0,0,Pave,8,AllPub,37
889,56,0.0,None,2,1Fam,No,BLQ,Unf,1.0,Y,Feedr,24,0,Wd Sdng,Wd Sdng,None,TA,1,CBlock,1,Typ,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,56,Hip,Normal,149500.0,0,Pave,6,AllPub,56
890,58,54.0,None,3,1Fam,Mn,Unf,Unf,0.0,Y,Artery,26,0,MetalSd,MetalSd,MnPrv,Po,1,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RL,None,Shed,NAmes,Y,45,Gable,Normal,122900.0,0,Pave,6,AllPub,1
891,31,0.0,None,3,1Fam,No,LwQ,Rec,0.0,Y,Norm,22,0,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,2.0,RFn,Attchd,0,0,1,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,Reg,60,RL,BrkFace,None,Sawyer,Y,56,Hip,Normal,172500.0,0,Pave,7,AllPub,31
